Title	URL	Abstract views	PDF views	Original submission	Current submission
Intra- and inter-chromosomal chromatin interactions mediate genetic effects on regulatory networks	http://biorxiv.org/content/early/2017/08/03/171694	1917	714	2017_08_03	2017_08_03
C-BERST: Defining subnuclear proteomic landscapes at genomic elements with dCas9-APEX2	http://biorxiv.org/content/early/2017/08/02/171819	1595	564	2017_08_02	2017_08_02
Heterologous expression of the immune receptor EFR in Medicago truncatula reduces pathogenic infection, but not rhizobial symbiosis	http://biorxiv.org/content/early/2017/08/02/171868	938	318	2017_08_02	2017_08_02
Characterization of a thalamic nucleus mediating habenula responses to change in illumination	http://biorxiv.org/content/early/2017/08/02/047936	2091	939	2016_12_21	2017_08_02
Chromosome arm specific patterns of polymorphism associated with chromosomal inversions in the major African malaria vector, Anopheles funestus	http://biorxiv.org/content/early/2017/08/02/068205	1141	244	2017_05_5	2017_08_02
Lessons in effector and NLR biology of plant-microbe systems	http://biorxiv.org/content/early/2017/08/02/171223	1647	937	2017_08_02	2017_08_02
Gravitational and dynamic components of muscle torque underlie tonic and phasic muscle activity during goal-directed reaching.	http://biorxiv.org/content/early/2017/08/02/138263	365	87	2017_05_15	2017_08_02
Cognitive task information is transferred between brain regions via resting-state network topology	http://biorxiv.org/content/early/2017/08/02/101782	1999	836	2017_01_28	2017_08_02
Neural Networks for Efficient Bayesian Decoding of Natural Images from Retinal Neurons	http://biorxiv.org/content/early/2017/08/02/153759	1504	897	2017_06_22	2017_08_02
Optogenetic silencing of primary afferents reduces evoked and ongoing bladder pain	http://biorxiv.org/content/early/2017/08/02/167841	388	117	2017_08_02	2017_08_02
Distinct Laminar Processing of Local and Global Context in Primate Primary Visual Cortex	http://biorxiv.org/content/early/2017/08/02/171793	484	117	2017_08_02	2017_08_02
Decomposing the neural pathways mediating value-based choice	http://biorxiv.org/content/early/2017/08/02/171744	787	163	2017_08_02	2017_08_02
Differences in the genetic control of early egg development and reproduction between C. elegans and its parthenogenetic relative D. coronatus	http://biorxiv.org/content/early/2017/08/02/171769	341	47	2017_08_02	2017_08_02
The impact of experimental design choices on parameter inference for models of growing cell colonies	http://biorxiv.org/content/early/2017/08/02/171710	298	92	2017_08_02	2017_08_02
Functional histamine H3 and adenosine A2A receptor heteromers in recombinant cells and rat striatum	http://biorxiv.org/content/early/2017/08/02/171736	233	119	2017_08_02	2017_08_02
The harmonic mean p-value and model averaging by mean maximum likelihood	http://biorxiv.org/content/early/2017/08/02/171751	814	247	2017_08_02	2017_08_02
Evaluating anthropogenic noise impacts on animals in natural areas	http://biorxiv.org/content/early/2017/08/02/171728	270	105	2017_08_02	2017_08_02
Adiposity QTL Adip20 decomposes into at least four loci when dissected using congenic strains	http://biorxiv.org/content/early/2017/08/02/171777	231	33	2017_08_02	2017_08_02
Polygenic Adaptation has Impacted Multiple Anthropometric Traits	http://biorxiv.org/content/early/2017/08/02/167551	2769	874	2017_07_23	2017_08_02
GWAS results for educational attainment aid in identifying genetic heterogeneity of schizophrenia	http://biorxiv.org/content/early/2017/08/02/114405	2368	609	2017_03_8	2017_08_02
Fitness effects of cis-regulatory variants in the Saccharomyces cerevisiae TDH3 promoter	http://biorxiv.org/content/early/2017/08/02/154039	568	129	2017_06_22	2017_08_02
Shaping dendritic NMDA spikes by timed synaptic inhibition: Implications for the I/O properties of cortical neurons	http://biorxiv.org/content/early/2017/08/02/171629.1	534	172	2017_08_2	2017_08_02
Metabolic roles of uncultivated bacterioplankton lineages in the northern Gulf of Mexico "Dead Zone"	http://biorxiv.org/content/early/2017/08/02/095471	1696	708	2017_06_13	2017_08_02
Roles of the Brca2 and Wapl complexes with Pds5 in sister chromatid cohesion, cohesin localization, and gene expression	http://biorxiv.org/content/early/2017/08/02/170829	416	194	2017_07_31	2017_08_02
ISG15 induces IL-10 production in human monocytes and is a biomarker of disease severity during active tuberculosis	http://biorxiv.org/content/early/2017/08/02/166553	979	200	2017_07_21	2017_08_02
Cftr Modulates Wnt/β-Catenin Signaling and Stem Cell Proliferation in Murine Intestine	http://biorxiv.org/content/early/2017/08/02/156562	379	122	2017_08_1	2017_08_02
Modelling personality, plasticity and predictability in shelter dogs	http://biorxiv.org/content/early/2017/08/02/145367	604	205	2017_06_4	2017_08_02
TreeTime: maximum likelihood phylodynamic analysis	http://biorxiv.org/content/early/2017/08/02/153494	1736	580	2017_07_18	2017_08_02
Rehabilitation promotes the recovery of distinct functional and structural features of healthy neuronal networks after stoke	http://biorxiv.org/content/early/2017/08/02/141697	354	160	2017_05_26	2017_08_02
Aggressiveness as a latent personality trait of domestic dogs: testing local independence and measurement invariance	http://biorxiv.org/content/early/2017/08/02/117440	1111	255	2017_06_20	2017_08_02
Effects of the glucocorticoid drug prednisone on urinary proteome and candidate biomarkers	http://biorxiv.org/content/early/2017/08/02/128603	470	128	2017_04_19	2017_08_02
Leveraging uncertainty information from deep neural networks for disease detection	http://biorxiv.org/content/early/2017/08/02/084210	3151	2151	2016_10_28	2017_08_02
Weak interactions between groups and physical drivers of community dynamics in coastal phytoplankton	http://biorxiv.org/content/early/2017/08/02/171264	437	99	2017_08_1	2017_08_02
Enhanced Pipeline 'MetaGaAP-Py' for the Analysis of Quasispecies and Non-Model Microbial Populations using Ultra-Deep 'Meta-barcode' Sequencing	http://biorxiv.org/content/early/2017/08/02/171520	633	60	2017_08_02	2017_08_02
A microfluidic biodisplay	http://biorxiv.org/content/early/2017/08/02/112110	1232	584	2017_02_27	2017_08_02
Predicting motivation: computational models of PFC can explain neural coding of motivation and effort-based decision-making in health and disease	http://biorxiv.org/content/early/2017/08/02/171637	267	80	2017_08_02	2017_08_02
Spatial vision by macaque midbrain	http://biorxiv.org/content/early/2017/08/02/171645	326	79	2017_08_02	2017_08_02
Mechanistic hierarchical population model identifies latent causes of cell-to-cell variability	http://biorxiv.org/content/early/2017/08/02/171561	425	150	2017_08_02	2017_08_02
Correlated seed failure as an environmental veto to synchronize reproduction of masting plants	http://biorxiv.org/content/early/2017/08/02/171579	225	62	2017_08_02	2017_08_02
FUN-LDA: A latent Dirichlet allocation model for predicting tissue-specific functional effects of noncoding variation	http://biorxiv.org/content/early/2017/08/02/069229	1833	548	2016_08_11	2017_08_02
New barcoded primers for efficient retrieval of cercozoan sequences in high-throughput environmental diversity surveys, with emphasis on worldwide biological soil crusts	http://biorxiv.org/content/early/2017/08/02/171611	339	72	2017_08_02	2017_08_02
Dissociable neural mechanisms track evidence accumulation for selection of attention versus action	http://biorxiv.org/content/early/2017/08/02/171454	482	246	2017_08_02	2017_08_02
Restricted access to beneficial mutations slows adaptation and biases fixed mutations in diploids	http://biorxiv.org/content/early/2017/08/02/171462	627	215	2017_08_02	2017_08_02
Dopaminergic drug effects on probability weighting during risky decision-making	http://biorxiv.org/content/early/2017/08/02/171587	336	78	2017_08_02	2017_08_02
AMELIE accelerates Mendelian patient diagnosis directly from the primary literature	http://biorxiv.org/content/early/2017/08/02/171322	911	336	2017_08_02	2017_08_02
Incomplete MyoD-induced transdifferentiation is associated with chromatin remodeling deficiencies	http://biorxiv.org/content/early/2017/08/02/171470	445	111	2017_08_02	2017_08_02
OptoGap: an optogenetics-enabled assay for quantification of cell-cell coupling in multicellular cardiac tissue	http://biorxiv.org/content/early/2017/08/02/171397	640	121	2017_08_02	2017_08_02
Embryonic lethality in mice lacking Trim59 due to impaired gastrulation development	http://biorxiv.org/content/early/2017/08/02/171603	233	56	2017_08_02	2017_08_02
A Central Limit Theorem for Punctuated Equilibrium	http://biorxiv.org/content/early/2017/08/02/039867	1050	342	2017_02_16	2017_08_02
Detection of live mycobacteria with a solvatochromic trehalose probe for point-of-care tuberculosis diagnosis	http://biorxiv.org/content/early/2017/08/02/171553	313	139	2017_08_02	2017_08_02
Extracranial estimation of neural mass model parameters using the Unscented Kalman Filter	http://biorxiv.org/content/early/2017/08/01/171207	303	84	2017_08_01	2017_08_01
Endosymbiont diversity and evolution across the weevil tree of life	http://biorxiv.org/content/early/2017/08/01/171181	474	144	2017_08_01	2017_08_01
Human placental syncytiotrophoblasts restrict Toxoplasma gondii vertical transmission at two distinct stages and induce CCL22 in response to infection	http://biorxiv.org/content/early/2017/08/01/170944	342	105	2017_08_01	2017_08_01
Triple dissociation of attention and decision computations across prefrontal cortex	http://biorxiv.org/content/early/2017/08/01/171173	2112	686	2017_08_01	2017_08_01
Kernel multitask regression for toxicogenetics	http://biorxiv.org/content/early/2017/08/01/171298	399	86	2017_08_01	2017_08_01
Transferring and Generalizing Deep-Learning-based Neural Encoding Models across Subjects	http://biorxiv.org/content/early/2017/08/01/171017	1058	259	2017_08_01	2017_08_01
QuimP - Analyzing transmembrane signalling in highly deformable cells	http://biorxiv.org/content/early/2017/08/01/171199	473	72	2017_08_01	2017_08_01
The intrinsically disordered C-terminal linker of FtsZ regulates protofilament dynamics and superstructure in vitro	http://biorxiv.org/content/early/2017/08/01/171280	485	174	2017_08_01	2017_08_01
TRuML: A Translator for Rule-Based Modeling Languages	http://biorxiv.org/content/early/2017/08/01/171306	230	87	2017_08_01	2017_08_01
Distress tolerance across self-report, behavioral and psychophysiological domains in women with eating disorders and healthy controls	http://biorxiv.org/content/early/2017/08/01/170217	217	70	2017_08_01	2017_08_01
Unexpected variation across mitochondrial gene trees and evidence for systematic error: How much gene tree variation is biological?	http://biorxiv.org/content/early/2017/08/01/171413	595	139	2017_08_01	2017_08_01
Genome-reconstruction for eukaryotes from complex natural microbial communities	http://biorxiv.org/content/early/2017/08/01/171355	999	323	2017_08_01	2017_08_01
Learning causal biological networks with generalized Mendelian randomization	http://biorxiv.org/content/early/2017/08/01/171348	1508	379	2017_08_01	2017_08_01
Development of subcortical volumes across adolescence in males and females: A multisample study of longitudinal changes	http://biorxiv.org/content/early/2017/08/01/171389	403	64	2017_08_01	2017_08_01
Sugar intake elicits a small-scale search behavior in flies and honey bees that involves capabilities found in large-scale navigation	http://biorxiv.org/content/early/2017/08/01/171215	560	133	2017_08_01	2017_08_01
Male-driven reinforcement and cascade reinforcement in darters	http://biorxiv.org/content/early/2017/08/01/171231	335	46	2017_08_01	2017_08_01
Experience-dependent translational state defined by cell type-specific ribosome profiling	http://biorxiv.org/content/early/2017/08/01/169425	577	180	2017_07_28	2017_08_01
Local and population-level responses of Greater Sage-Grouse to oil and gas and climatic variation in Wyoming	http://biorxiv.org/content/early/2017/08/01/028274	1079	376	2017_06_7	2017_08_01
Rapid changes in Atlantic grey seal milk from birth to desertion	http://biorxiv.org/content/early/2017/08/01/170514	378	71	2017_08_01	2017_08_01
Feel the way with a vibrotactile compass: Does a navigational aid aid navigation?	http://biorxiv.org/content/early/2017/08/01/122994	709	177	2017_03_31	2017_08_01
Genome-wide association study of depression phenotypes in UK Biobank (n = 322,580) identifies the enrichment of variants in excitatory synaptic pathways	http://biorxiv.org/content/early/2017/08/01/168732	4203	1069	2017_07_27	2017_08_01
Live imaging of heart tube development in mouse reveals alternating phases of cardiac differentiation and morphogenesis	http://biorxiv.org/content/early/2017/08/01/170522	1774	654	2017_08_01	2017_08_01
Microbiome–host systems interactions: Protective effects of propionate upon the blood–brain barrier	http://biorxiv.org/content/early/2017/08/01/170548	947	207	2017_07_31	2017_08_01
BGP: Branched Gaussian processes for identifying gene-specific branching dynamics in single cell data	http://biorxiv.org/content/early/2017/08/01/166868	1265	388	2017_07_21	2017_08_01
Widespread population variability of intron size in evolutionary old genes: implications for gene expression variability	http://biorxiv.org/content/early/2017/08/01/171165	840	148	2017_08_01	2017_08_01
Doubling healthy lifespan using drug synergies	http://biorxiv.org/content/early/2017/08/01/153205	2320	1327	2017_06_23	2017_08_01
The validity of the coalescent approximation for large samples	http://biorxiv.org/content/early/2017/08/01/170928	473	84	2017_08_01	2017_08_01
